12.9818296,77.7173453
12.9819967,77.7174478
12.9820939,77.7174497
12.9821192,77.7174488
12.9823512,77.717712
12.982949,77.7180341
12.9830376,77.718093
12.9832097,77.7182129
12.983678,77.718566
12.9839606,77.7185152
12.9840089,77.7185103
12.9844542,77.718515
12.9844982,77.7185265
12.98921,77.7181748
12.989228,77.7181574
12.9896142,77.7181683
12.9899103,77.7180253
12.9908923,77.7174055
12.9914535,77.7175512
12.9922485,77.7164195
12.9921372,77.7159747
12.9921001,77.7159085
12.9919856,77.7157578
12.9911782,77.7149727
12.9909605,77.7147493
12.9908791,77.7146365
12.9906166,77.7142911
12.9904754,77.714119
12.9903988,77.7140276
12.9902816,77.7138656
12.9899116,77.7133157
12.9895163,77.7126101
12.9893907,77.7124323
12.9893361,77.7123401
12.9884323,77.7108343
12.9882513,77.7103775
12.9882287,77.710321
12.9881674,77.7101766
12.9879769,77.7097746
12.9862096,77.7085212
12.9859951,77.708349
12.9858013,77.7082288
12.9856044,77.7081992
12.9855371,77.7081722
12.9855126,77.7081551
