0.0,12.9954461,77.6960279
-0.27032006,12.9954461,77.6960279
-0.22776723,12.9952288,77.6970197
-0.14832461,12.9952288,77.6970197
0.36682475,12.9952288,77.6970197
0.053497553,12.9952288,77.6970197
-0.4126202,12.9952288,77.6970197
-0.14174664,12.9952288,77.6970197
0.93704545,12.9952204,77.6971272
-0.34843022,12.9952204,77.6971272
-0.00298357,12.9952204,77.6971272
-0.021808803,12.9952204,77.6971272
0.19454205,12.9952204,77.6971272
-0.42047504,12.9952204,77.6971272
-0.073144674,12.9951708,77.6972317
0.010572314,12.9951708,77.6972317
0.16784745,12.9951708,77.6972317
-0.019068062,12.9951708,77.6972317
-0.08008999,12.9951743,77.6973159
4.0352345E-5,12.9951743,77.6973159
-0.17017025,12.9951743,77.6973159
-0.14191535,12.9951743,77.6973159
0.044729173,12.9951743,77.6973159
0.15079248,12.9951743,77.6973159
0.3780278,12.9951764,77.6973932
0.23223048,12.9951764,77.6973932
0.15520763,12.9951764,77.6973932
0.21917295,12.9951764,77.6973932
-0.06816584,12.9951764,77.6973932
0.21721125,12.995187,77.6974196
-0.19193679,12.995187,77.6974196
0.11385703,12.995187,77.6974196
0.050085485,12.995187,77.6974196
-0.043412507,12.995187,77.6974196
0.14083713,12.9951835,77.6974999
-0.10007316,12.9951835,77.6974999
0.011241674,12.9951835,77.6974999
0.04538834,12.9951835,77.6974999
-0.10426271,12.9951835,77.6974999
-0.046857417,12.9951821,77.6975614
0.21125615,12.9951821,77.6975614
-0.018105745,12.9951821,77.6975614
0.028763235,12.9951821,77.6975614
-0.20128536,12.9951821,77.6975614
0.042122543,12.9951747,77.697562
0.028444827,12.9951747,77.697562
-0.016192794,12.9951747,77.697562
0.15576297,12.9951747,77.697562
0.06801218,12.9951747,77.697562
0.014486909,12.9951623,77.6975701
-0.05408871,12.9951623,77.6975701
-0.03925103,12.9951623,77.6975701
0.07973081,12.9951623,77.6975701
0.035745144,12.9951623,77.6975701
-0.028641284,12.9951622,77.6975804
0.05252534,12.9951622,77.6975804
-0.024451435,12.9951622,77.6975804
-0.017844796,12.9951622,77.6975804
0.0119197965,12.9951622,77.6975804
0.043269694,12.9951604,77.6975947
-0.053398997,12.9951604,77.6975947
-0.061351746,12.9951604,77.6975947
0.10366982,12.9951604,77.6975947
-0.13680872,12.9951604,77.6975947
-0.1269134,12.9951575,77.6976125
0.09587005,12.9951575,77.6976125
-0.13157308,12.9951575,77.6976125
0.1163308,12.9951575,77.6976125
0.020344079,12.9951575,77.6976125
0.08594787,12.9951575,77.6976125
0.13870227,12.9951513,77.6976325
0.067278266,12.9951513,77.6976325
-0.012298167,12.9951513,77.6976325
0.17732078,12.9951513,77.6976325
0.067926645,12.9951513,77.6976325
-0.22460654,12.9951454,77.69765
0.10422039,12.9951454,77.69765
0.29301792,12.9951454,77.69765
-0.2057828,12.9951454,77.69765
-0.18641645,12.9951454,77.69765
0.46125042,12.9951366,77.697678
0.20780522,12.9951366,77.697678
-0.015480608,12.9951366,77.697678
0.17468458,12.9951366,77.697678
-0.012369573,12.9951366,77.697678
0.039711475,12.9951246,77.6977134
0.09759879,12.9951246,77.6977134
0.09743732,12.9951246,77.6977134
-0.10400429,12.9951246,77.6977134
-0.045846283,12.9951246,77.6977134
0.21971351,12.995114,77.6977498
-0.050090432,12.995114,77.6977498
-0.10292664,12.995114,77.6977498
0.091664255,12.995114,77.6977498
0.047136843,12.995114,77.6977498
-0.125954,12.9951062,77.6977847
0.09792018,12.9951062,77.6977847
-0.008844316,12.9951062,77.6977847
0.28239834,12.9951062,77.6977847
-0.43029645,12.9951062,77.6977847
-0.22499716,12.9950991,77.6978205
1.731126,12.9950991,77.6978205
2.5761025,12.9950991,77.6978205
2.9240952,12.9950991,77.6978205
-1.0224674,12.9950991,77.6978205
-0.2585466,12.9950931,77.6978513
0.1711595,12.9950931,77.6978513
-0.33457565,12.9950931,77.6978513
-2.8502183,12.9950931,77.6978513
-2.3021169,12.9950931,77.6978513
0.10211077,12.9950762,77.6979229
0.72991806,12.9950762,77.6979229
0.5007742,12.9950762,77.6979229
-0.301693,12.9950762,77.6979229
0.17496952,12.9950762,77.6979229
0.07107791,12.9950656,77.6979695
-0.29948702,12.9950656,77.6979695
0.11574063,12.9950656,77.6979695
-0.27085748,12.9950656,77.6979695
0.19071323,12.9950656,77.6979695
-0.24727593,12.9950543,77.6980166
-0.7074523,12.9950543,77.6980166
0.8992654,12.9950543,77.6980166
-0.7973607,12.9950543,77.6980166
-0.061198473,12.9950543,77.6980166
0.9881747,12.9950348,77.6980803
-0.938026,12.9950348,77.6980803
0.5732345,12.9950348,77.6980803
0.5952686,12.9950348,77.6980803
0.19009155,12.9950348,77.6980803
0.1475566,12.995013,77.6981185
0.22878277,12.995013,77.6981185
0.042737186,12.995013,77.6981185
0.17153293,12.995013,77.6981185
0.072876036,12.995013,77.6981185
-0.07195991,12.995013,77.6981185
-0.067938864,12.9949958,77.698173
0.08959335,12.9949958,77.698173
-0.17227909,12.9949958,77.698173
0.16849118,12.9949958,77.698173
0.09029913,12.9949958,77.698173
