12.9941647,77.7011207
12.9939853,77.7019767
12.9938229,77.7024643
12.9937144,77.702879
12.993674,77.7030364
12.993666,77.7030643
12.993666,77.7030643
12.9936321,77.7031984
12.9936208,77.7032668
12.9936196,77.7032923
12.9936221,77.7033422
12.993416,77.7044074
12.9932811,77.7045789
12.9932429,77.7046331
12.993216,77.7046873
12.9931404,77.7049932
12.9930781,77.7057891
12.9930781,77.7057891
12.9930633,77.7059548
12.9930619,77.7061003
12.9930619,77.7061003
12.9930619,77.7061003
12.9929624,77.7088206
12.9929614,77.7088838
12.9929495,77.7090037
12.9928875,77.7090901
12.9928715,77.7091086
12.9928384,77.7091483
12.9928256,77.7092214
12.9927919,77.7095718
12.9927898,77.7096683
12.992787,77.709755
12.992787,77.709755
12.9927796,77.7098435
12.9927796,77.7098435
12.9927791,77.709937
12.992774,77.7100267
12.9927437,77.7105117
12.9926927,77.7108521
12.9926309,77.7111648
12.99256,77.7115067
12.9922959,77.7123914
12.9922752,77.7124481
12.9922752,77.7124481
12.9921989,77.7126905
12.9921811,77.712754
12.9921261,77.7129776
12.9921002,77.7130576
12.9920698,77.7131324
12.9920498,77.7132059
12.9920246,77.7132692
12.9919903,77.7133815
12.9919194,77.713601
12.9918744,77.7149993
12.9918865,77.7150566
12.9917393,77.7153685
12.9916958,77.7153542
12.9913338,77.7149923
12.9913338,77.7149923
12.9913338,77.7149923
12.9913042,77.7149589
12.9902813,77.713754
12.99005,77.7134126
12.9900031,77.7133255
12.9900031,77.7133255
12.9895154,77.7124196
12.9894525,77.7123348
12.9894184,77.7123156
12.9893985,77.7123045
12.9893817,77.7122959
12.9893547,77.7122862
12.9893328,77.7122801
12.9891409,77.7121289
12.9883759,77.7108354
12.9883531,77.7107379
12.9883408,77.710686
12.9881866,77.7103822
12.9881425,77.7103076
12.9881425,77.7103076
12.9880595,77.7101748
12.9878581,77.7097243
12.9877922,77.709547
12.9877609,77.7094995
12.9873494,77.7091384
12.9873494,77.7091384
12.987164,77.708993
12.9855697,77.7083258
12.9855697,77.7083258
12.9854572,77.7083095
12.9854062,77.7083101
12.9849378,77.7082451
12.9847384,77.7083057
12.9846834,77.7083106
12.9845935,77.7083077
12.9844285,77.708356
12.9832533,77.7083328
12.9831387,77.7083394
12.982272,77.7084596
12.9816581,77.708684
12.9801414,77.7090964
12.9793437,77.7093285
12.9792533,77.7093643
12.978687,77.709522
12.978687,77.709522
12.978144,77.7096702
12.9781564,77.7101817
12.9782494,77.710444
12.9782724,77.7108323
12.9782672,77.7109026
12.9782053,77.7112434
12.9781841,77.7113988
12.9779684,77.713543
12.9778716,77.7141319
12.9778571,77.7141852
12.9778139,77.7145345
12.9778277,77.71456
