12.9799272,77.7160244
12.9800438,77.7162847
12.9800438,77.7162847
12.9800438,77.7162847
12.9821048,77.7174318
12.9821583,77.7174281
12.9821747,77.7174252
12.9826692,77.7178926
12.9833134,77.7182791
12.9844962,77.7185397
12.9870049,77.718425
12.9883028,77.7185425
12.9911366,77.7175542
12.9922205,77.71642
12.9920995,77.7158785
12.9920704,77.7158473
12.9920054,77.7157853
12.990335,77.7138012
12.99005,77.7133865
12.9895285,77.712524
12.9894313,77.7123698
12.9894059,77.7123404
12.9893994,77.7123332
12.9893936,77.7123312
12.9893839,77.7123297
12.9883871,77.7107554
12.9883208,77.7105739
12.9879005,77.7097901
12.9878898,77.7097418
12.9878221,77.7096077
12.9873381,77.7091433
12.9871638,77.7090327
12.9861336,77.7084768
12.9859464,77.7083812
12.9856175,77.7082438
12.9854711,77.7081961
12.9854554,77.7081965
